,City,Contact,Country,County,District,Formatted,Group,ID,Last Remodel,Latitude,Longitude,Opened,Region,State,Store Features,Store_Name,Stores_Open,Street,SubType,Timings,Type,Zipcode
151,Bridgewater,(732) 868-8333,United States,Somerset,419,"200 Promenade Blvd, Bridgewater, NJ 08807-3456",495,1224,2018-04-13T12:00:00,40.562362,-74.553134,1999-10-06T12:00:00,400,NJ,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Bridgewater,"['Monday-Friday', 'Saturday', 'Sunday']",200 Promenade Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08807-3456
152,Milltown,(732) 613-3903,United States,Middlesex,419,"400 Ryders Ln, Milltown, NJ 08850-1700",495,1152,2019-04-12T12:00:00,40.441323,-74.42582,1998-10-07T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Milltown,"['Monday-Friday', 'Saturday', 'Sunday']",400 Ryders Ln,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08850-1700
153,Haverhill,(978) 377-9003,United States,Essex,452,"35 Computer Dr, Haverhill, MA 01832-1236",497,2325,2011-10-06T12:00:00,42.788072,-71.115959,2007-10-10T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Haverhill,"['Monday-Friday', 'Saturday', 'Sunday']",35 Computer Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,01832-1236
154,Hackettstown,(908) 452-9251,United States,Morris,461,"68 US Highway 46 W, Hackettstown, NJ 07840-4978",493,2446,2011-10-06T12:00:00,40.8465,-74.8083,2008-10-08T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Washington Twp,"['Monday-Friday', 'Saturday', 'Sunday']",68 US Highway 46 W,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,07840-4978
155,Manalapan,(732) 294-5190,United States,Monmouth,450,"55 US Hwy 9, Manalapan, NJ 07726-3018",495,1184,2010-10-14T12:00:00,40.291358,-74.301701,2001-07-25T12:00:00,400,NJ,"['CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Manalapan,"['Monday-Friday', 'Saturday', 'Sunday']",55 US Hwy 9,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,07726-3018
156,Hooksett,(603) 621-1451,United States,Merrimack,447,"100 Quality Dr, Hooksett, NH 03106-2651",497,1520,2018-07-20T12:00:00,43.045615,-71.461202,2003-03-05T12:00:00,400,NH,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Hooksett,"['Monday-Friday', 'Saturday', 'Sunday']",100 Quality Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,03106-2651
157,North Brunswick,(732) 798-2558,United States,Middlesex,450,"101 Grand Ave, North Brunswick, NJ 08902-1056",495,2853,null,40.435819,-74.504829,2014-10-08T12:00:00,400,NJ,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",North Brunswick,"['Monday-Friday', 'Saturday', 'Sunday']",101 Grand Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08902-1056
158,Amsterdam,(518) 770-7180,United States,Montgomery,438,"100 Amsterdam Commons, Amsterdam, NY 12010-7565",498,2461,2012-06-21T12:00:00,42.965271,-74.190215,2008-10-08T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Amsterdam,"['Monday-Friday', 'Saturday', 'Sunday']",100 Amsterdam Commons,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,12010-7565
159,Howell,(732) 363-4182,United States,Monmouth,450,"4955 US Highway 9, Howell, NJ 07731-3750",495,1823,2018-11-09T12:00:00,40.131875,-74.220036,2003-10-08T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Howell Township,"['Monday-Friday', 'Saturday', 'Sunday']",4955 US Highway 9,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,07731-3750
160,Monmouth Junction,(732) 329-5220,United States,Middlesex,450,"4196 US Highway 1, Monmouth Junction, NJ 08852-1904",495,2256,2011-07-21T12:00:00,40.381514,-74.575909,2007-07-25T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Photo Lab', 'Starbucks']",South Brunswick,"['Monday-Friday', 'Saturday', 'Sunday']",4196 US Highway 1,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08852-1904
161,Brick,(732) 262-0600,United States,Ocean,450,"570 Route 70, Brick, NJ 08723-4014",495,1153,2011-07-21T12:00:00,40.058814,-74.150328,1998-10-07T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Brick,"['Monday-Friday', 'Saturday', 'Sunday']",570 Route 70,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,08723-4014
162,East Windsor,(609) 371-2273,United States,Mercer,450,"70 Princeton Hightstown Rd, East Windsor, NJ 08520-1933",495,1345,2018-10-26T12:00:00,40.276872,-74.540946,2001-07-25T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",East Windsor,"['Monday-Friday', 'Saturday', 'Sunday']",70 Princeton Hightstown Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08520-1933
163,Queensbury,(518) 792-6016,United States,Warren,438,"578 Aviation Rd, Queensbury, NY 12804-1803",498,1830,2011-10-06T12:00:00,43.327893,-73.678541,2005-03-02T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Queensbury,"['Monday-Friday', 'Saturday', 'Sunday']",578 Aviation Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,12804-1803
164,Concord,(603) 227-0809,United States,Merrimack,447,"80 Damante Dr, Concord, NH 03301-5759",497,1227,2011-07-21T12:00:00,43.2189,-71.485199,1999-10-06T12:00:00,400,NH,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Concord,"['Monday-Friday', 'Saturday', 'Sunday']",80 Damante Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,03301-5759
165,Toms River,(732) 557-0220,United States,Ocean,450,"1331 Hooper Ave, Toms River, NJ 08753-2822",495,1154,2010-10-14T12:00:00,39.987737,-74.175227,1999-07-21T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",Toms River,"['Monday-Friday', 'Saturday', 'Sunday']",1331 Hooper Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08753-2822
166,Princeton,(609) 951-8555,United States,Mercer,450,"500 Nassau Park Blvd, Princeton, NJ 08540-5991",495,1151,2009-07-09T12:00:00,40.306136,-74.677047,1999-03-03T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",Princeton,"['Monday-Friday', 'Saturday', 'Sunday']",500 Nassau Park Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08540-5991
167,Stroudsburg,(570) 426-1050,United States,Monroe,461,"155 Pocono Commons, Stroudsburg, PA 18360-8170",493,1260,2018-07-20T12:00:00,40.996433,-75.244833,2000-03-01T12:00:00,400,PA,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Stroudsburg,"['Monday-Friday', 'Saturday', 'Sunday']",155 Pocono Commons,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18360-8170
168,Phillipsburg,(908) 387-1305,United States,Warren,461,"1204 New Brunswick Ave, Phillipsburg, NJ 08865-4124",493,1464,2011-06-02T12:00:00,40.673576,-75.134524,2002-10-09T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Greenwich Township,"['Monday-Friday', 'Saturday', 'Sunday']",1204 New Brunswick Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,08865-4124
169,Greenland,(603) 501-1470,United States,Rockingham,447,"1450 Greenland Rd, Greenland, NH 03840-2438",497,2530,null,43.048951,-70.818587,2009-07-22T12:00:00,400,NH,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Greenland,"['Monday-Friday', 'Saturday', 'Sunday']",1450 Greenland Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,03840-2438
170,Easton,(610) 250-5280,United States,Northampton,461,"3835 Dryland Way, Easton, PA 18045-8208",493,2536,null,40.712682,-75.28814,2009-07-22T12:00:00,400,PA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Lower Nazareth,"['Monday-Friday', 'Saturday', 'Sunday']",3835 Dryland Way,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18045-8208
171,Langhorne,(215) 269-0532,United States,Bucks,462,"2331 E Lincoln Hwy, Langhorne, PA 19047-1812",493,1135,2009-09-03T12:00:00,40.176502,-74.878432,1998-07-22T12:00:00,400,PA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Oxford Valley,"['Monday-Friday', 'Saturday', 'Sunday']",2331 E Lincoln Hwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,19047-1812
172,Somersworth,(603) 692-6750,United States,Strafford,447,"11 Andrews Rd, Somersworth, NH 03878-1042",497,2182,2009-07-09T12:00:00,43.235048,-70.884519,2006-10-04T12:00:00,400,NH,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Somersworth,"['Monday-Friday', 'Saturday', 'Sunday']",11 Andrews Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,03878-1042
173,Dickson City,(570) 383-7100,United States,Lackawanna,461,"1140 Commerce Blvd, Dickson City, PA 18519-1688",493,1474,2011-06-02T12:00:00,41.46711,-75.639079,2002-10-09T12:00:00,400,PA,"['CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']",Dickson City,"['Monday-Friday', 'Saturday', 'Sunday']",1140 Commerce Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18519-1688
174,Manahawkin,(609) 978-4922,United States,Ocean,450,"209 Stafford Park Blvd, Manahawkin, NJ 08050-2734",495,2392,2011-10-06T12:00:00,39.710389,-74.28476,2008-07-23T12:00:00,400,NJ,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Stafford Township,"['Monday-Friday', 'Saturday', 'Sunday']",209 Stafford Park Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08050-2734
175,Burlington,(609) 239-9885,United States,Burlington,422,"2703 Route 541, Burlington, NJ 08016-4175",495,1158,2009-10-15T12:00:00,40.036142,-74.822986,1998-07-22T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Burlington,"['Monday-Friday', 'Saturday', 'Sunday']",2703 Route 541,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08016-4175
176,Bensalem,(215) 364-9511,United States,Bucks,462,"800 Rock Hill Dr, Bensalem, PA 19020-1628",493,1183,2009-10-15T12:00:00,40.135718,-74.961605,1999-03-03T12:00:00,400,PA,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",Neshaminy,"['Monday-Friday', 'Saturday', 'Sunday']",800 Rock Hill Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,19020-1628
177,Allentown,(610) 573-5710,United States,Lehigh,461,"912 Airport Center Dr, Allentown, PA 18109-9385",493,2399,null,40.639111,-75.439607,2009-07-22T12:00:00,400,PA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Hanover Township,"['Monday-Friday', 'Saturday', 'Sunday']",912 Airport Center Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18109-9385
178,Warrington,(215) 491-5370,United States,Bucks,421,"401 Easton Rd, Warrington, PA 18976-2457",493,1196,2017-10-26T12:00:00,40.224163,-75.137097,1999-10-06T12:00:00,400,PA,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Warrington,"['Monday-Friday', 'Saturday', 'Sunday']",401 Easton Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18976-2457
179,Philadelphia,(215) 305-0000,United States,Philadelphia,462,"11000 Roosevelt Blvd Ste 3, Philadelphia, PA 19116-3961",493,1809,2009-10-15T12:00:00,40.101882,-75.010845,2003-07-23T12:00:00,400,PA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Philadelphia NE,"['Monday-Friday', 'Saturday', 'Sunday']",11000 Roosevelt Blvd Ste 3,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,19116-3961
180,Quakertown,(215) 529-2720,United States,Bucks,461,"610 N West End Blvd, Quakertown, PA 18951-4100",493,2246,2009-09-03T12:00:00,40.459124,-75.372737,2007-07-25T12:00:00,400,PA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Richland Twp,"['Monday-Friday', 'Saturday', 'Sunday']",610 N West End Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,18951-4100
181,Delran,(856) 544-9050,United States,Burlington,422,"4004 Rte 130 N, Delran, NJ 08075-2414",495,2104,2018-10-26T12:00:00,40.012534,-74.958721,2006-03-01T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Starbucks']",Delran,"['Monday-Friday', 'Saturday', 'Sunday']",4004 Rte 130 N,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08075-2414
182,Mount Laurel,(856) 533-1197,United States,Burlington,422,"4 Centerton Rd, Mount Laurel, NJ 08054-6102",495,1917,2009-10-15T12:00:00,39.968399,-74.914433,2004-10-06T12:00:00,400,NJ,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Mount Laurel,"['Monday-Friday', 'Saturday', 'Sunday']",4 Centerton Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,08054-6102
183,Abington,(215) 572-6977,United States,Montgomery,421,"1495 Old York Rd, Abington, PA 19001-1923",493,1256,2018-10-26T12:00:00,40.124819,-75.116154,2001-10-10T12:00:00,400,PA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Abington Township,"['Monday-Friday', 'Saturday', 'Sunday']",1495 Old York Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,19001-1923
184,Allentown,(610) 398-4006,United States,Lehigh,461,"1600 N Cedar Crest Blvd, Allentown, PA 18104-2318",493,1510,2011-10-06T12:00:00,40.612714,-75.535035,2003-10-08T12:00:00,400,PA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",Allentown,"['Monday-Friday', 'Saturday', 'Sunday']",1600 N Cedar Crest Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18104-2318
185,North Wales,(215) 699-5688,United States,Montgomery,421,"125 Witchwood Dr, North Wales, PA 19454-1833",493,1159,2017-10-26T12:00:00,40.224426,-75.239573,1999-10-06T12:00:00,400,PA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",Montgomeryville,"['Monday-Friday', 'Saturday', 'Sunday']",125 Witchwood Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,19454-1833
186,Philadelphia,(267) 350-9480,United States,Philadelphia,462,"7400 Bustleton Ave, Philadelphia, PA 19152-4312",493,2418,2009-09-03T12:00:00,40.051333,-75.058631,2009-03-04T12:00:00,400,PA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Phila-Cottman,"['Monday-Friday', 'Saturday', 'Sunday']",7400 Bustleton Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,19152-4312
187,Wilkes-Barre Township,(570) 829-0511,United States,Luzerne,461,"3400 Wilkes-Barre Township Commons, Wilkes-Barre Township, PA 18702-6832",493,1845,2011-06-02T12:00:00,41.237784,-75.844602,2003-10-08T12:00:00,400,PA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk']",Wilkes-Barre,"['Monday-Friday', 'Saturday', 'Sunday']",3400 Wilkes-Barre Township Commons,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18702-6832
188,ALLENTOWN,(484) 795-7347,United States,Lehigh,461,"749 N KROCKS RD, ALLENTOWN, PA 18106-9046",493,2608,null,40.566187,-75.560862,2016-07-20T12:00:00,400,PA,"['CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Starbucks']",Lower Macungie Twp,"['Monday-Friday', 'Saturday', 'Sunday']",749 N KROCKS RD,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,18106-9046
189,Wyncote,(267) 628-3280,United States,PA - Pennsylvania,421,"2450 Shoppers Ln, Wyncote, PA 19095-2960",493,2527,null,40.076229,-75.155305,2009-07-22T12:00:00,400,PA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Cheltenham,"['Monday-Friday', 'Saturday', 'Sunday']",2450 Shoppers Ln,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,19095-2960
